case_id,process_type,department,activity,timestamp,resource
WF-1614,IT Service Request,IT,Compliance Check,2026-06-14T03:36:00,emp_0148
WF-1614,IT Service Request,IT,Approved,2026-06-15T23:36:00,emp_0016
WF-1615,HR Onboarding,Finance,Submitted,2026-06-16T00:50:00,emp_0004
WF-1615,HR Onboarding,Finance,Under Review,2026-06-16T06:50:00,emp_0103
WF-1615,HR Onboarding,Finance,Manager Approval,2026-06-18T01:50:00,emp_0077
WF-1615,HR Onboarding,Finance,Compliance Check,2026-06-18T06:50:00,emp_0130
WF-1615,HR Onboarding,Finance,Approved,2026-06-19T08:50:00,emp_0161
WF-1616,IT Service Request,Finance,Submitted,2026-06-18T12:32:00,emp_0081
WF-1616,IT Service Request,Finance,Under Review,2026-06-19T21:32:00,emp_0098
WF-1616,IT Service Request,Finance,Manager Approval,2026-06-20T04:32:00,emp_0182
WF-1616,IT Service Request,Finance,Approved,2026-06-20T09:32:00,emp_0200
WF-1617,Procurement,Supply Chain,Submitted,2026-06-10T20:25:00,emp_0177
WF-1617,Procurement,Supply Chain,Under Review,2026-06-11T21:25:00,emp_0052
WF-1617,Procurement,Supply Chain,Manager Approval,2026-06-13T12:25:00,emp_0144
WF-1617,Procurement,Supply Chain,Rejected,2026-06-14T13:25:00,emp_0144
WF-1618,HR Onboarding,Supply Chain,Submitted,2026-07-02T01:35:00,emp_0104
WF-1618,HR Onboarding,Supply Chain,Under Review,2026-07-02T11:35:00,emp_0181
WF-1618,HR Onboarding,Supply Chain,Manager Approval,2026-07-04T11:35:00,emp_0065
WF-1618,HR Onboarding,Supply Chain,Compliance Check,2026-07-05T21:35:00,emp_0190
WF-1618,HR Onboarding,Supply Chain,Rejected,2026-07-07T08:35:00,emp_0166
WF-1619,Legal Review,Sales,Submitted,2026-07-02T22:34:00,emp_0191
WF-1619,Legal Review,Sales,Under Review,2026-07-03T23:34:00,emp_0031
WF-1619,Legal Review,Sales,Compliance Check,2026-07-05T12:34:00,emp_0006
WF-1619,Legal Review,Sales,Rejected,2026-07-06T18:34:00,emp_0127
WF-1620,Finance Approval,Human Resources,Submitted,2026-06-27T07:26:00,emp_0050
WF-1620,Finance Approval,Human Resources,Under Review,2026-06-28T21:26:00,emp_0194
WF-1620,Finance Approval,Human Resources,Manager Approval,2026-06-28T23:26:00,emp_0046
WF-1620,Finance Approval,Human Resources,Rejected,2026-06-29T02:26:00,emp_0091
WF-1621,IT Service Request,Operations,Submitted,2026-06-30T15:52:00,emp_0080
WF-1621,IT Service Request,Operations,Under Review,2026-07-01T02:52:00,emp_0055
WF-1621,IT Service Request,Operations,Rejected,2026-07-01T16:52:00,emp_0059
WF-1622,Procurement,IT,Submitted,2026-06-24T03:55:00,emp_0054
WF-1622,Procurement,IT,Under Review,2026-06-26T02:55:00,emp_0133
WF-1622,Procurement,IT,Manager Approval,2026-06-27T20:55:00,emp_0192
WF-1622,Procurement,IT,Approved,2026-06-28T08:55:00,emp_0016
WF-1623,Procurement,IT,Submitted,2026-06-27T18:51:00,emp_0065
WF-1623,Procurement,IT,Under Review,2026-06-28T03:51:00,emp_0186
WF-1623,Procurement,IT,Manager Approval,2026-06-28T17:51:00,emp_0021
WF-1623,Procurement,IT,Rejected,2026-06-30T16:51:00,emp_0179
WF-1624,Finance Approval,Operations,Submitted,2026-06-21T14:04:00,emp_0110
WF-1624,Finance Approval,Operations,Under Review,2026-06-21T22:04:00,emp_0036
WF-1624,Finance Approval,Operations,Manager Approval,2026-06-22T19:04:00,emp_0156
WF-1624,Finance Approval,Operations,Rejected,2026-06-23T23:04:00,emp_0052
WF-1625,HR Onboarding,IT,Submitted,2026-06-24T13:19:00,emp_0186
WF-1625,HR Onboarding,IT,Under Review,2026-06-25T02:19:00,emp_0039
WF-1625,HR Onboarding,IT,Compliance Check,2026-06-25T16:19:00,emp_0183
WF-1625,HR Onboarding,IT,Approved,2026-06-25T19:19:00,emp_0137
WF-1626,Legal Review,Legal,Submitted,2026-06-21T11:37:00,emp_0099
WF-1626,Legal Review,Legal,Under Review,2026-06-23T10:37:00,emp_0160
WF-1626,Legal Review,Legal,Manager Approval,2026-06-24T05:37:00,emp_0170
WF-1626,Legal Review,Legal,Compliance Check,2026-06-24T10:37:00,emp_0175
WF-1626,Legal Review,Legal,Approved,2026-06-25T14:37:00,emp_0151
WF-1627,IT Service Request,Supply Chain,Submitted,2026-06-14T09:10:00,emp_0027
WF-1627,IT Service Request,Supply Chain,Under Review,2026-06-14T13:10:00,emp_0140
WF-1627,IT Service Request,Supply Chain,Compliance Check,2026-06-16T13:10:00,emp_0133
WF-1627,IT Service Request,Supply Chain,Approved,2026-06-18T02:10:00,emp_0024
WF-1628,HR Onboarding,Finance,Submitted,2026-06-11T16:10:00,emp_0179
WF-1628,HR Onboarding,Finance,Under Review,2026-06-12T23:10:00,emp_0041
WF-1628,HR Onboarding,Finance,Manager Approval,2026-06-14T10:10:00,emp_0046
WF-1628,HR Onboarding,Finance,Compliance Check,2026-06-15T12:10:00,emp_0034
WF-1628,HR Onboarding,Finance,Rejected,2026-06-17T08:10:00,emp_0032
WF-1629,HR Onboarding,Legal,Submitted,2026-06-28T11:17:00,emp_0061
WF-1629,HR Onboarding,Legal,Under Review,2026-06-29T18:17:00,emp_0081
WF-1629,HR Onboarding,Legal,Manager Approval,2026-06-29T21:17:00,emp_0114
WF-1629,HR Onboarding,Legal,Approved,2026-07-01T10:17:00,emp_0091
WF-1630,IT Service Request,Human Resources,Submitted,2026-06-07T01:16:00,emp_0029
WF-1630,IT Service Request,Human Resources,Under Review,2026-06-08T17:16:00,emp_0025
WF-1630,IT Service Request,Human Resources,Manager Approval,2026-06-09T13:16:00,emp_0179
WF-1630,IT Service Request,Human Resources,Rejected,2026-06-11T02:16:00,emp_0156
WF-1631,HR Onboarding,Legal,Submitted,2026-06-09T06:09:00,emp_0184
WF-1631,HR Onboarding,Legal,Under Review,2026-06-10T00:09:00,emp_0148
WF-1631,HR Onboarding,Legal,Compliance Check,2026-06-11T08:09:00,emp_0186
WF-1631,HR Onboarding,Legal,Rejected,2026-06-11T23:09:00,emp_0051
WF-1632,HR Onboarding,Human Resources,Submitted,2026-06-03T01:48:00,emp_0050
WF-1632,HR Onboarding,Human Resources,Under Review,2026-06-04T06:48:00,emp_0188
WF-1632,HR Onboarding,Human Resources,Compliance Check,2026-06-05T22:48:00,emp_0036
WF-1632,HR Onboarding,Human Resources,Rejected,2026-06-07T20:48:00,emp_0112
WF-1633,Finance Approval,Legal,Submitted,2026-06-08T14:40:00,emp_0009
WF-1633,Finance Approval,Legal,Under Review,2026-06-10T06:40:00,emp_0187
WF-1633,Finance Approval,Legal,Manager Approval,2026-06-11T05:40:00,emp_0156
WF-1633,Finance Approval,Legal,Rejected,2026-06-12T02:40:00,emp_0132
WF-1634,IT Service Request,Human Resources,Submitted,2026-06-29T06:58:00,emp_0039
WF-1634,IT Service Request,Human Resources,Under Review,2026-06-30T05:58:00,emp_0185
WF-1634,IT Service Request,Human Resources,Manager Approval,2026-06-30T17:58:00,emp_0098
WF-1634,IT Service Request,Human Resources,Compliance Check,2026-07-02T15:58:00,emp_0123
WF-1634,IT Service Request,Human Resources,Rejected,2026-07-03T04:58:00,emp_0025
WF-1635,HR Onboarding,Human Resources,Submitted,2026-06-10T03:41:00,emp_0061
WF-1635,HR Onboarding,Human Resources,Under Review,2026-06-11T05:41:00,emp_0115
WF-1635,HR Onboarding,Human Resources,Manager Approval,2026-06-12T04:41:00,emp_0101
WF-1635,HR Onboarding,Human Resources,Rejected,2026-06-12T16:41:00,emp_0024
WF-1636,IT Service Request,Sales,Submitted,2026-06-28T04:51:00,emp_0168
WF-1636,IT Service Request,Sales,Under Review,2026-06-28T08:51:00,emp_0080
WF-1636,IT Service Request,Sales,Manager Approval,2026-06-28T19:51:00,emp_0142
WF-1636,IT Service Request,Sales,Rejected,2026-06-30T12:51:00,emp_0116
WF-1637,Legal Review,Sales,Submitted,2026-06-13T10:37:00,emp_0036
WF-1637,Legal Review,Sales,Under Review,2026-06-13T13:37:00,emp_0129
WF-1637,Legal Review,Sales,Manager Approval,2026-06-14T10:37:00,emp_0029
WF-1637,Legal Review,Sales,Approved,2026-06-16T02:37:00,emp_0164
WF-1638,HR Onboarding,Human Resources,Submitted,2026-07-02T04:20:00,emp_0184
WF-1638,HR Onboarding,Human Resources,Under Review,2026-07-02T18:20:00,emp_0168
WF-1638,HR Onboarding,Human Resources,Manager Approval,2026-07-03T17:20:00,emp_0196
WF-1638,HR Onboarding,Human Resources,Compliance Check,2026-07-04T23:20:00,emp_0116
WF-1638,HR Onboarding,Human Resources,Approved,2026-07-06T23:20:00,emp_0038
WF-1639,Legal Review,Supply Chain,Submitted,2026-06-17T08:05:00,emp_0165
WF-1639,Legal Review,Supply Chain,Under Review,2026-06-17T11:05:00,emp_0002
WF-1639,Legal Review,Supply Chain,Manager Approval,2026-06-18T15:05:00,emp_0134
WF-1639,Legal Review,Supply Chain,Compliance Check,2026-06-19T17:05:00,emp_0171
WF-1639,Legal Review,Supply Chain,Rejected,2026-06-20T17:05:00,emp_0035
WF-1640,Finance Approval,Supply Chain,Submitted,2026-06-06T02:01:00,emp_0079
WF-1640,Finance Approval,Supply Chain,Under Review,2026-06-06T06:01:00,emp_0034
WF-1640,Finance Approval,Supply Chain,Manager Approval,2026-06-07T18:01:00,emp_0182
WF-1640,Finance Approval,Supply Chain,Compliance Check,2026-06-09T02:01:00,emp_0124
WF-1640,Finance Approval,Supply Chain,Rejected,2026-06-09T22:01:00,emp_0193
WF-1641,Legal Review,Human Resources,Submitted,2026-06-17T15:25:00,emp_0187
WF-1641,Legal Review,Human Resources,Under Review,2026-06-19T11:25:00,emp_0096
WF-1641,Legal Review,Human Resources,Manager Approval,2026-06-19T20:25:00,emp_0046
WF-1641,Legal Review,Human Resources,Compliance Check,2026-06-20T03:25:00,emp_0176
WF-1641,Legal Review,Human Resources,Approved,2026-06-21T15:25:00,emp_0175
WF-1642,IT Service Request,Human Resources,Submitted,2026-06-23T11:29:00,emp_0071
WF-1642,IT Service Request,Human Resources,Under Review,2026-06-24T09:29:00,emp_0179
WF-1642,IT Service Request,Human Resources,Manager Approval,2026-06-25T16:29:00,emp_0174
WF-1642,IT Service Request,Human Resources,Approved,2026-06-26T02:29:00,emp_0003
WF-1643,Finance Approval,IT,Submitted,2026-06-21T18:14:00,emp_0040
WF-1643,Finance Approval,IT,Under Review,2026-06-21T20:14:00,emp_0025
WF-1643,Finance Approval,IT,Manager Approval,2026-06-22T14:14:00,emp_0004
WF-1643,Finance Approval,IT,Rejected,2026-06-24T00:14:00,emp_0175
WF-1644,HR Onboarding,Human Resources,Submitted,2026-06-20T06:33:00,emp_0070
WF-1644,HR Onboarding,Human Resources,Under Review,2026-06-20T20:33:00,emp_0007
WF-1644,HR Onboarding,Human Resources,Manager Approval,2026-06-21T03:33:00,emp_0142
WF-1644,HR Onboarding,Human Resources,Approved,2026-06-22T18:33:00,emp_0001
WF-1645,Legal Review,Sales,Submitted,2026-06-10T16:05:00,emp_0095
WF-1645,Legal Review,Sales,Under Review,2026-06-12T07:05:00,emp_0187
WF-1645,Legal Review,Sales,Manager Approval,2026-06-14T01:05:00,emp_0140
WF-1645,Legal Review,Sales,Approved,2026-06-14T07:05:00,emp_0004
WF-1646,Legal Review,Operations,Submitted,2026-06-24T03:07:00,emp_0193
WF-1646,Legal Review,Operations,Under Review,2026-06-25T07:07:00,emp_0175
WF-1646,Legal Review,Operations,Manager Approval,2026-06-27T06:07:00,emp_0070
WF-1646,Legal Review,Operations,Compliance Check,2026-06-29T02:07:00,emp_0147
WF-1646,Legal Review,Operations,Approved,2026-06-29T17:07:00,emp_0158
WF-1647,Finance Approval,Human Resources,Submitted,2026-06-10T19:53:00,emp_0129
WF-1647,Finance Approval,Human Resources,Under Review,2026-06-12T04:53:00,emp_0196
WF-1647,Finance Approval,Human Resources,Manager Approval,2026-06-13T12:53:00,emp_0181
WF-1647,Finance Approval,Human Resources,Compliance Check,2026-06-15T02:53:00,emp_0153
WF-1647,Finance Approval,Human Resources,Approved,2026-06-16T06:53:00,emp_0045
WF-1648,Procurement,Finance,Submitted,2026-07-02T00:17:00,emp_0031
WF-1648,Procurement,Finance,Under Review,2026-07-02T21:17:00,emp_0183
WF-1648,Procurement,Finance,Approved,2026-07-04T03:17:00,emp_0004
WF-1649,Procurement,Sales,Submitted,2026-06-25T10:41:00,emp_0020
WF-1649,Procurement,Sales,Under Review,2026-06-26T00:41:00,emp_0098
WF-1649,Procurement,Sales,Manager Approval,2026-06-27T15:41:00,emp_0119
WF-1649,Procurement,Sales,Rejected,2026-06-27T23:41:00,emp_0141
WF-1650,Legal Review,Human Resources,Submitted,2026-06-25T02:20:00,emp_0129
WF-1650,Legal Review,Human Resources,Under Review,2026-06-25T03:20:00,emp_0019
WF-1650,Legal Review,Human Resources,Rejected,2026-06-25T13:20:00,emp_0116
WF-1651,IT Service Request,Supply Chain,Submitted,2026-06-24T13:39:00,emp_0108
WF-1651,IT Service Request,Supply Chain,Under Review,2026-06-24T23:39:00,emp_0190
WF-1651,IT Service Request,Supply Chain,Manager Approval,2026-06-25T08:39:00,emp_0118
WF-1651,IT Service Request,Supply Chain,Rejected,2026-06-26T08:39:00,emp_0002
WF-1652,Finance Approval,Supply Chain,Submitted,2026-06-28T14:02:00,emp_0068
WF-1652,Finance Approval,Supply Chain,Under Review,2026-06-30T02:02:00,emp_0179
WF-1652,Finance Approval,Supply Chain,Manager Approval,2026-07-01T13:02:00,emp_0088
WF-1652,Finance Approval,Supply Chain,Compliance Check,2026-07-02T21:02:00,emp_0035
WF-1652,Finance Approval,Supply Chain,Approved,2026-07-03T14:02:00,emp_0158
WF-1653,Procurement,IT,Submitted,2026-06-19T20:12:00,emp_0061
WF-1653,Procurement,IT,Under Review,2026-06-21T13:12:00,emp_0163
WF-1653,Procurement,IT,Manager Approval,2026-06-22T05:12:00,emp_0022
WF-1653,Procurement,IT,Approved,2026-06-22T10:12:00,emp_0121
WF-1654,Procurement,Legal,Submitted,2026-06-09T13:40:00,emp_0031
WF-1654,Procurement,Legal,Under Review,2026-06-10T17:40:00,emp_0026
WF-1654,Procurement,Legal,Manager Approval,2026-06-11T06:40:00,emp_0001
WF-1654,Procurement,Legal,Compliance Check,2026-06-11T17:40:00,emp_0167
WF-1654,Procurement,Legal,Rejected,2026-06-11T18:40:00,emp_0144
WF-1655,IT Service Request,Human Resources,Submitted,2026-06-24T10:59:00,emp_0181
WF-1655,IT Service Request,Human Resources,Under Review,2026-06-25T07:59:00,emp_0018
WF-1655,IT Service Request,Human Resources,Manager Approval,2026-06-26T02:59:00,emp_0074
WF-1655,IT Service Request,Human Resources,Compliance Check,2026-06-26T10:59:00,emp_0126
WF-1655,IT Service Request,Human Resources,Approved,2026-06-28T08:59:00,emp_0079
WF-1656,Finance Approval,Supply Chain,Submitted,2026-06-23T21:25:00,emp_0036
WF-1656,Finance Approval,Supply Chain,Under Review,2026-06-24T20:25:00,emp_0103
WF-1656,Finance Approval,Supply Chain,Manager Approval,2026-06-26T06:25:00,emp_0140
WF-1656,Finance Approval,Supply Chain,Approved,2026-06-26T07:25:00,emp_0096
WF-1657,Legal Review,IT,Submitted,2026-06-08T21:04:00,emp_0108
WF-1657,Legal Review,IT,Under Review,2026-06-09T10:04:00,emp_0077
WF-1657,Legal Review,IT,Manager Approval,2026-06-09T22:04:00,emp_0070
WF-1657,Legal Review,IT,Approved,2026-06-10T19:04:00,emp_0086
WF-1658,Legal Review,Finance,Submitted,2026-06-25T04:23:00,emp_0112
WF-1658,Legal Review,Finance,Under Review,2026-06-25T20:23:00,emp_0140
WF-1658,Legal Review,Finance,Manager Approval,2026-06-26T11:23:00,emp_0103
WF-1658,Legal Review,Finance,Compliance Check,2026-06-27T23:23:00,emp_0141
WF-1658,Legal Review,Finance,Approved,2026-06-29T10:23:00,emp_0140
WF-1659,IT Service Request,Finance,Submitted,2026-06-17T06:05:00,emp_0094
WF-1659,IT Service Request,Finance,Under Review,2026-06-18T00:05:00,emp_0104
WF-1659,IT Service Request,Finance,Manager Approval,2026-06-19T15:05:00,emp_0131
WF-1659,IT Service Request,Finance,Approved,2026-06-20T20:05:00,emp_0120
WF-1660,Finance Approval,Finance,Submitted,2026-06-06T10:24:00,emp_0002
WF-1660,Finance Approval,Finance,Under Review,2026-06-06T13:24:00,emp_0080
WF-1660,Finance Approval,Finance,Approved,2026-06-08T00:24:00,emp_0138
WF-1661,Procurement,IT,Submitted,2026-06-18T01:20:00,emp_0008
WF-1661,Procurement,IT,Under Review,2026-06-19T07:20:00,emp_0099
WF-1661,Procurement,IT,Manager Approval,2026-06-20T21:20:00,emp_0034
WF-1661,Procurement,IT,Approved,2026-06-21T02:20:00,emp_0154
WF-1662,HR Onboarding,Operations,Submitted,2026-06-12T12:47:00,emp_0080
WF-1662,HR Onboarding,Operations,Under Review,2026-06-13T16:47:00,emp_0082
WF-1662,HR Onboarding,Operations,Manager Approval,2026-06-14T10:47:00,emp_0178
WF-1662,HR Onboarding,Operations,Rejected,2026-06-15T05:47:00,emp_0023
WF-1663,IT Service Request,Supply Chain,Submitted,2026-06-28T01:17:00,emp_0031
WF-1663,IT Service Request,Supply Chain,Under Review,2026-06-28T14:17:00,emp_0051
WF-1663,IT Service Request,Supply Chain,Manager Approval,2026-06-29T06:17:00,emp_0110
WF-1663,IT Service Request,Supply Chain,Rejected,2026-07-01T05:17:00,emp_0137
WF-1664,HR Onboarding,Legal,Submitted,2026-06-09T06:18:00,emp_0047
WF-1664,HR Onboarding,Legal,Under Review,2026-06-10T20:18:00,emp_0112
WF-1664,HR Onboarding,Legal,Rejected,2026-06-11T06:18:00,emp_0113
WF-1665,Legal Review,Finance,Submitted,2026-06-21T03:30:00,emp_0018
WF-1665,Legal Review,Finance,Under Review,2026-06-22T23:30:00,emp_0067
WF-1665,Legal Review,Finance,Manager Approval,2026-06-23T22:30:00,emp_0157
WF-1665,Legal Review,Finance,Compliance Check,2026-06-25T15:30:00,emp_0057
WF-1665,Legal Review,Finance,Rejected,2026-06-25T21:30:00,emp_0030
WF-1666,Legal Review,Legal,Submitted,2026-07-02T06:48:00,emp_0006
WF-1666,Legal Review,Legal,Under Review,2026-07-03T11:48:00,emp_0160
WF-1666,Legal Review,Legal,Compliance Check,2026-07-03T20:48:00,emp_0061
WF-1666,Legal Review,Legal,Rejected,2026-07-04T06:48:00,emp_0016
WF-1667,Procurement,Human Resources,Submitted,2026-06-30T03:18:00,emp_0195
WF-1667,Procurement,Human Resources,Under Review,2026-07-02T00:18:00,emp_0104
WF-1667,Procurement,Human Resources,Manager Approval,2026-07-03T04:18:00,emp_0012
WF-1667,Procurement,Human Resources,Compliance Check,2026-07-04T05:18:00,emp_0004
WF-1667,Procurement,Human Resources,Approved,2026-07-05T19:18:00,emp_0061
WF-1668,Legal Review,Supply Chain,Submitted,2026-06-07T07:08:00,emp_0151
WF-1668,Legal Review,Supply Chain,Under Review,2026-06-07T17:08:00,emp_0095
WF-1668,Legal Review,Supply Chain,Manager Approval,2026-06-08T12:08:00,emp_0131
WF-1668,Legal Review,Supply Chain,Rejected,2026-06-09T13:08:00,emp_0097
WF-1669,HR Onboarding,Finance,Submitted,2026-06-19T00:15:00,emp_0156
WF-1669,HR Onboarding,Finance,Under Review,2026-06-19T23:15:00,emp_0066
WF-1669,HR Onboarding,Finance,Manager Approval,2026-06-21T09:15:00,emp_0182
WF-1669,HR Onboarding,Finance,Rejected,2026-06-22T04:15:00,emp_0153
WF-1670,Finance Approval,Human Resources,Submitted,2026-06-14T09:17:00,emp_0156
WF-1670,Finance Approval,Human Resources,Under Review,2026-06-15T04:17:00,emp_0073
WF-1670,Finance Approval,Human Resources,Approved,2026-06-15T18:17:00,emp_0148
WF-1671,Procurement,Finance,Submitted,2026-06-25T07:24:00,emp_0016
WF-1671,Procurement,Finance,Under Review,2026-06-25T18:24:00,emp_0107
WF-1671,Procurement,Finance,Manager Approval,2026-06-27T07:24:00,emp_0073
WF-1671,Procurement,Finance,Compliance Check,2026-06-29T05:24:00,emp_0111
WF-1671,Procurement,Finance,Rejected,2026-06-30T08:24:00,emp_0195
WF-1672,IT Service Request,Sales,Submitted,2026-07-02T06:29:00,emp_0110
WF-1672,IT Service Request,Sales,Under Review,2026-07-03T07:29:00,emp_0071
WF-1672,IT Service Request,Sales,Manager Approval,2026-07-05T07:29:00,emp_0004
WF-1672,IT Service Request,Sales,Compliance Check,2026-07-06T16:29:00,emp_0183
WF-1672,IT Service Request,Sales,Rejected,2026-07-08T05:29:00,emp_0055
WF-1673,Finance Approval,Finance,Submitted,2026-07-02T08:09:00,emp_0169
WF-1673,Finance Approval,Finance,Under Review,2026-07-02T16:09:00,emp_0180
WF-1673,Finance Approval,Finance,Manager Approval,2026-07-03T17:09:00,emp_0032
WF-1673,Finance Approval,Finance,Rejected,2026-07-04T06:09:00,emp_0178
WF-1674,Finance Approval,Supply Chain,Submitted,2026-06-03T04:40:00,emp_0187
WF-1674,Finance Approval,Supply Chain,Under Review,2026-06-03T07:40:00,emp_0103
WF-1674,Finance Approval,Supply Chain,Compliance Check,2026-06-04T22:40:00,emp_0067
WF-1674,Finance Approval,Supply Chain,Rejected,2026-06-05T14:40:00,emp_0085
WF-1675,IT Service Request,Sales,Submitted,2026-06-01T18:20:00,emp_0015
WF-1675,IT Service Request,Sales,Under Review,2026-06-02T12:20:00,emp_0098
WF-1675,IT Service Request,Sales,Manager Approval,2026-06-02T15:20:00,emp_0081
WF-1675,IT Service Request,Sales,Approved,2026-06-04T12:20:00,emp_0086
WF-1676,Finance Approval,Legal,Submitted,2026-06-22T00:28:00,emp_0075
WF-1676,Finance Approval,Legal,Under Review,2026-06-22T16:28:00,emp_0147
WF-1676,Finance Approval,Legal,Manager Approval,2026-06-24T14:28:00,emp_0156
WF-1676,Finance Approval,Legal,Compliance Check,2026-06-26T06:28:00,emp_0129
WF-1676,Finance Approval,Legal,Approved,2026-06-27T06:28:00,emp_0186
WF-1677,IT Service Request,Operations,Submitted,2026-06-17T08:11:00,emp_0153
WF-1677,IT Service Request,Operations,Under Review,2026-06-17T20:11:00,emp_0050
WF-1677,IT Service Request,Operations,Manager Approval,2026-06-19T04:11:00,emp_0009
WF-1677,IT Service Request,Operations,Rejected,2026-06-19T23:11:00,emp_0119
WF-1678,Procurement,Finance,Submitted,2026-07-02T20:51:00,emp_0053
WF-1678,Procurement,Finance,Under Review,2026-07-03T14:51:00,emp_0188
WF-1678,Procurement,Finance,Manager Approval,2026-07-04T23:51:00,emp_0148
WF-1678,Procurement,Finance,Approved,2026-07-05T12:51:00,emp_0034
WF-1679,Legal Review,Legal,Submitted,2026-06-18T08:48:00,emp_0061
WF-1679,Legal Review,Legal,Under Review,2026-06-19T22:48:00,emp_0102
WF-1679,Legal Review,Legal,Manager Approval,2026-06-20T01:48:00,emp_0025
WF-1679,Legal Review,Legal,Compliance Check,2026-06-20T04:48:00,emp_0123
WF-1679,Legal Review,Legal,Approved,2026-06-20T19:48:00,emp_0075
WF-1680,HR Onboarding,IT,Submitted,2026-06-19T08:10:00,emp_0166
WF-1680,HR Onboarding,IT,Under Review,2026-06-20T19:10:00,emp_0055
WF-1680,HR Onboarding,IT,Manager Approval,2026-06-22T10:10:00,emp_0024
WF-1680,HR Onboarding,IT,Approved,2026-06-22T20:10:00,emp_0005
WF-1681,HR Onboarding,Finance,Submitted,2026-06-30T11:13:00,emp_0177
WF-1681,HR Onboarding,Finance,Under Review,2026-07-01T17:13:00,emp_0091
WF-1681,HR Onboarding,Finance,Manager Approval,2026-07-03T11:13:00,emp_0127
WF-1681,HR Onboarding,Finance,Approved,2026-07-04T17:13:00,emp_0065
WF-1682,Legal Review,Human Resources,Submitted,2026-06-23T02:05:00,emp_0104
WF-1682,Legal Review,Human Resources,Under Review,2026-06-23T18:05:00,emp_0177
WF-1682,Legal Review,Human Resources,Manager Approval,2026-06-25T01:05:00,emp_0016
WF-1682,Legal Review,Human Resources,Compliance Check,2026-06-25T13:05:00,emp_0189
WF-1682,Legal Review,Human Resources,Rejected,2026-06-25T20:05:00,emp_0088
WF-1683,Finance Approval,Human Resources,Submitted,2026-06-29T07:33:00,emp_0089
WF-1683,Finance Approval,Human Resources,Under Review,2026-06-30T05:33:00,emp_0047
WF-1683,Finance Approval,Human Resources,Manager Approval,2026-07-01T03:33:00,emp_0016
WF-1683,Finance Approval,Human Resources,Compliance Check,2026-07-02T06:33:00,emp_0029
WF-1683,Finance Approval,Human Resources,Approved,2026-07-02T15:33:00,emp_0028
WF-1684,Legal Review,Supply Chain,Submitted,2026-06-13T20:46:00,emp_0176
WF-1684,Legal Review,Supply Chain,Under Review,2026-06-15T00:46:00,emp_0073
WF-1684,Legal Review,Supply Chain,Compliance Check,2026-06-15T14:46:00,emp_0164
WF-1684,Legal Review,Supply Chain,Rejected,2026-06-17T14:46:00,emp_0108
WF-1685,IT Service Request,Finance,Submitted,2026-06-21T00:18:00,emp_0193
WF-1685,IT Service Request,Finance,Under Review,2026-06-21T21:18:00,emp_0037
WF-1685,IT Service Request,Finance,Manager Approval,2026-06-23T05:18:00,emp_0177
WF-1685,IT Service Request,Finance,Rejected,2026-06-24T06:18:00,emp_0124
WF-1686,Legal Review,Sales,Submitted,2026-06-30T20:57:00,emp_0068
WF-1686,Legal Review,Sales,Under Review,2026-07-01T18:57:00,emp_0097
WF-1686,Legal Review,Sales,Manager Approval,2026-07-03T06:57:00,emp_0012
WF-1686,Legal Review,Sales,Compliance Check,2026-07-04T09:57:00,emp_0051
WF-1686,Legal Review,Sales,Approved,2026-07-06T00:57:00,emp_0179
WF-1687,Finance Approval,Legal,Submitted,2026-06-14T15:14:00,emp_0100
WF-1687,Finance Approval,Legal,Under Review,2026-06-15T11:14:00,emp_0079
WF-1687,Finance Approval,Legal,Manager Approval,2026-06-15T17:14:00,emp_0187
WF-1687,Finance Approval,Legal,Approved,2026-06-16T03:14:00,emp_0166
WF-1688,HR Onboarding,Legal,Submitted,2026-06-27T22:49:00,emp_0104
WF-1688,HR Onboarding,Legal,Under Review,2026-06-28T12:49:00,emp_0001
WF-1688,HR Onboarding,Legal,Manager Approval,2026-06-30T01:49:00,emp_0197
WF-1688,HR Onboarding,Legal,Compliance Check,2026-06-30T05:49:00,emp_0190
WF-1688,HR Onboarding,Legal,Rejected,2026-07-01T06:49:00,emp_0173
WF-1689,IT Service Request,Legal,Submitted,2026-06-13T21:43:00,emp_0041
WF-1689,IT Service Request,Legal,Under Review,2026-06-14T11:43:00,emp_0163
WF-1689,IT Service Request,Legal,Compliance Check,2026-06-15T01:43:00,emp_0075
WF-1689,IT Service Request,Legal,Approved,2026-06-15T19:43:00,emp_0131
WF-1690,IT Service Request,Legal,Submitted,2026-06-04T16:58:00,emp_0071
WF-1690,IT Service Request,Legal,Under Review,2026-06-06T09:58:00,emp_0041
WF-1690,IT Service Request,Legal,Manager Approval,2026-06-06T11:58:00,emp_0051
WF-1690,IT Service Request,Legal,Rejected,2026-06-07T23:58:00,emp_0119
WF-1691,Legal Review,Human Resources,Submitted,2026-06-22T18:03:00,emp_0157
WF-1691,Legal Review,Human Resources,Under Review,2026-06-23T09:03:00,emp_0120
WF-1691,Legal Review,Human Resources,Manager Approval,2026-06-25T00:03:00,emp_0012
WF-1691,Legal Review,Human Resources,Compliance Check,2026-06-26T10:03:00,emp_0165
WF-1691,Legal Review,Human Resources,Approved,2026-06-28T02:03:00,emp_0108
WF-1692,Procurement,Sales,Submitted,2026-06-02T21:56:00,emp_0124
WF-1692,Procurement,Sales,Under Review,2026-06-03T07:56:00,emp_0022
WF-1692,Procurement,Sales,Manager Approval,2026-06-04T14:56:00,emp_0050
